# Integral basis of S_4(Gamma_0(143)), dim 40, q^0..q^140.
# PARI mfinit([143,4],1) / mfcoefs. Rows are coefficients of q^n.
#
row,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40
100,-352,0,80,0,-488,0,5944,0,13808,0,3000,-49868,42656,33496,84144,34192,73396,-439732,16222,193412,43648,446426,206752,-1231706,-1402748,-868912,1023104,-1867004,189784,407920,732636,-289784,-1147170,852420,4353760,-274456,4384994,2808092,427784,5907660
101,1132,0,-1388,0,1678,0,-264,0,-3416,0,-5504,-2376,-4856,-18568,93512,155164,-6592,-27820,-399312,107056,63932,-52240,49452,285852,-576496,-202376,277072,-986840,563840,1426720,526496,-284020,612960,789992,174808,-508612,117008,-159364,335456,-1203296
102,1252,0,2176,0,2332,0,-11914,0,-25000,0,-4032,-2768,57088,-26292,64428,218916,-127560,-3096,-180344,-1033112,-119504,818816,-150228,-541256,88012,399780,652160,-425728,-1191220,909956,1650972,166452,-1080344,3673244,-741088,163748,2576960,-3611596,-1766992,-7718048
103,-1760,0,1168,0,-20,0,-5828,0,2116,0,4976,-13492,6288,-19070,-45296,-68400,85688,-183384,188140,148652,-15752,-117426,-107016,105270,520448,-493588,226208,-646456,88880,-521060,1565472,-392744,35356,-1060520,478748,192400,-77928,2040368,1022608,1203640
104,720,-12,-960,-72,-546,0,4160,0,546,0,1092,1248,6188,18902,-25792,-8320,-44096,3432,69134,-67548,20592,169312,14196,160680,120640,106964,-148512,612560,-344656,-411112,-547768,183040,498498,23504,-64376,263640,-770302,-998712,463372,-931216
105,-1652,0,-44,0,166,0,1776,0,11898,0,2756,8584,-1132,668,83344,-80196,16928,334268,174440,-729900,4400,-64276,-8736,182712,60336,526096,614716,-92348,-301848,-479864,245360,911328,691104,910456,-500440,1043380,178196,-1884228,-470360,-4338052
106,-828,0,-2640,0,2356,0,-11076,0,-13508,0,5132,-1032,22364,64384,-4604,-310854,-5354,-11622,517580,366532,67254,165704,-108862,-136540,736556,1154748,-353152,-1927806,267200,879060,-431802,-855008,-1308424,-3277232,544764,-513656,416812,280358,3408312,853044
107,348,0,2628,0,1608,0,3376,0,14088,0,-6060,5672,40344,-58660,-61360,170180,-50952,138516,-95100,412124,4620,807252,147888,-602280,408,-438856,-296248,-475280,-18824,-687232,32800,-5720,1125104,2542328,-1158644,53508,280648,-656884,263964,-203832
108,872,0,-508,0,-654,0,-1908,0,-12362,0,-1086,-52104,82976,-73282,38960,267536,-161428,-441072,-420540,-34244,-220088,1689110,-192400,-2969890,-344372,-857606,-325744,-4649592,242064,980488,4144908,-581262,-746778,5703940,4384994,-1064206,6284786,-1601236,-2372112,70520
109,980,0,2900,0,1894,0,-1470,0,2288,0,-3256,-762,3968,-80664,64220,-67764,-98572,33444,-21912,-208532,-54296,122708,1144,958008,739500,-114440,392976,-746616,231604,1860980,1392756,326744,-349416,110090,-27224,-26832,1358152,-3594858,-1405904,-1987204
110,-550,0,-1144,0,-732,42,4656,-180,6764,-202,1100,-4752,2640,-16060,-22660,-88176,2200,16852,58124,146872,-13068,155144,22880,350284,-130196,-610676,210496,-851136,-275572,-289784,911328,20328,-26840,-572572,934384,102960,724196,84480,-1142064,683760
111,138,0,-462,0,1312,0,-6946,0,2244,0,-1092,18788,18972,34568,92832,-88376,166996,448684,134112,-204812,38852,-86052,117988,-670436,38240,-155188,-220880,-881064,-148808,-764260,123028,583616,-213940,340776,-1694952,500240,1775460,674160,267248,-3940148
112,688,0,-1136,0,-2384,0,3922,0,8780,0,460,-8352,-126164,-76884,113676,-211620,386906,-162874,-136932,236340,-103708,-2578912,55640,629316,526096,-1200272,-325776,920148,2437978,2210488,253144,-1672,566384,-3417350,2471804,-1025336,66508,7898818,-1727052,7586388
113,-1710,0,2274,0,522,0,7792,0,23796,0,1812,912,11648,50452,65268,968,142768,73464,-8288,-169592,-35860,151418,-43056,1178,303756,321926,169656,157228,-398432,2060788,-652160,67562,-728936,142824,-70668,-48490,49640,2083588,659016,-2123696
114,-2736,0,-8496,0,-3716,0,25168,0,24292,0,4592,-42236,-89278,1570,190580,-214148,313964,-371996,279122,-332632,19888,-1279246,-183352,1078036,1853232,-662932,-1191220,-655620,588440,3310044,111172,-67826,330846,-3771836,-876248,779402,-2498992,5608568,557872,-1289912
115,-1826,0,-4394,0,276,0,-2572,0,-8652,0,1148,15336,10084,-62076,11528,27364,-168296,181932,105784,-13276,-128656,379672,-65728,863132,-529084,-756336,1438400,-270120,402896,-1321420,691104,-26840,2424868,-573392,767776,33332,-1228428,-4064960,839680,3366876
116,-1248,0,960,0,-424,0,4412,0,21312,0,10872,-6752,12820,230452,-76624,-68560,29568,-123048,208980,-234740,59928,537260,42484,32448,611816,3086664,-743736,1601980,-333996,-57104,-4625284,-502128,-194708,-616036,427784,638092,-2372112,-2575948,3002412,1054880
117,800,44,80,92,-169,0,0,0,-8112,0,0,4212,4368,16744,-14716,-52884,27040,69134,-16640,89128,38610,-206440,30758,170560,-385840,478608,280592,660998,26988,-793780,-407264,77220,-29744,-603226,-290576,56784,-58448,180830,723320,845572
118,-158,0,952,0,2340,0,-7952,0,-5004,0,-6240,10924,18504,-75828,-1124,408212,-155204,-176,-721732,344244,63316,432552,214136,-1662316,-274540,-132512,-923792,89548,470052,-581944,538888,616000,1345476,5336308,510084,-138580,2007512,-2145496,-448980,-2179448
119,-1528,0,680,0,-2676,0,5706,0,-1796,0,6760,6488,10280,-10676,-58204,-127560,123604,-60812,-20072,497568,84744,-623496,-50596,867080,614716,-325776,87016,1475796,-160944,136908,-396956,-805992,-252168,-2591116,1672040,-687336,-1368928,1254128,-1435408,2413064
120,1884,0,8136,0,-2810,0,12176,0,9562,0,-144,-52344,-29088,4304,-73608,-465088,334268,-407900,-79348,509836,134024,-1155900,120640,531440,-1053064,-993332,394532,-968608,1785404,181920,910456,-572572,-573392,-3874380,2226412,-931216,26264,8135764,488928,6866924
121,242,0,242,0,1107,54,12316,272,-15490,76,3630,0,484,17424,1452,-968,0,10164,22022,-13068,5324,34364,0,-25168,25652,49368,19360,40656,10648,8712,1936,0,-4356,-119064,115918,18876,-21296,27588,-968,109868
122,1944,0,5568,0,-1864,0,-7776,0,8592,0,-376,26212,-78844,3592,-34508,85848,96708,308384,-90784,-251080,78232,-791460,154388,2010672,82016,645632,-672336,1316576,789496,271204,-1806276,722612,1074264,-680144,-2232168,658840,-5527724,2374424,628768,-3453800
123,-440,0,-6848,0,-3488,0,14592,0,3424,0,3736,36042,8536,51252,-22776,99758,-130536,339086,211080,114936,-28864,313104,86736,-998628,-134616,468204,257440,2238786,-1212376,-782248,-1031248,-33616,-320648,1233284,-338440,-720096,261920,-100554,1333824,426452
124,472,0,-404,0,3344,0,-16008,0,-25232,0,-2076,-6672,2256,-109856,-33360,-425484,126964,-368996,386764,1431776,-58476,-672980,-184652,452932,259824,-1890404,-298704,-629544,479980,-2669112,3682912,560516,2462968,-4160100,558892,-102388,744120,3457288,-1743920,2947704
125,654,0,-1986,0,2112,0,-8714,0,-1992,0,132,32672,-61348,75144,197444,346656,112716,124036,-348448,-670612,-82896,-861248,-154908,-146896,-14320,-333680,1358320,1949768,-326304,2103760,-844940,796884,624276,2244412,-127888,900120,-575940,-517436,-1880352,-2440396
126,200,0,896,0,2860,0,-11960,0,10140,0,-1330,43756,-208106,55930,-70152,-466912,774892,56956,186230,-226368,101640,-3843124,170560,3042386,-92348,920148,1475796,6545552,70780,-175964,-3834552,88242,630220,-6726544,-2752682,397150,-8149302,12616032,449936,5291672
127,-1208,0,-3680,0,2204,0,-12228,0,-3692,0,4168,14972,38176,26452,-26456,-147224,-60136,67308,-29936,609640,107448,619608,-33280,368756,865816,1594204,26728,-447680,-468680,97656,283080,96536,-942960,-448956,-361224,706680,1978072,-2495604,183176,-3316248
128,2544,0,2592,0,4240,0,-10014,0,-7988,0,-3280,-6200,61808,137072,-24960,91356,10438,127418,-220788,306348,-135168,780504,-44252,-1346448,-1027764,1544332,-160944,-979802,505168,-879652,-748518,-194656,-1270276,2001132,1106032,-550368,3340508,595048,2574320,938256
129,444,0,1260,0,-1522,0,-9120,0,-15310,0,4012,4176,28708,7300,-170000,-26412,4584,-204152,289736,347332,88880,1159320,166296,406236,-1092992,780256,1164988,-613788,-467472,-2530912,1240752,-620752,-198016,200020,-317760,-70876,262740,-230488,257960,2111516
130,920,50,80,104,364,0,-2210,0,-3744,0,520,-9984,16536,-21632,-6760,-102804,-53352,-67548,89128,226720,22880,252928,-18252,519688,-260832,-444392,168480,-911508,-247260,18044,1043380,102960,33332,-931216,965120,28392,399100,-282048,-1210872,195416
131,-444,0,-5220,0,3210,0,-1468,0,-20066,0,1784,-13800,17220,39432,169160,191156,-26072,27824,450684,16928,80300,245696,110968,158052,-8544,-437784,-1548644,-1487536,-67720,1758808,9512,95084,-1167440,-638988,1341148,-101764,1171780,1355176,-588620,1468076
132,440,0,-484,0,2700,-162,-13440,684,-29324,394,-1232,-8800,37840,19536,-43472,102586,-151954,-29700,-253352,155144,34364,818752,41184,-203104,-722128,505296,117876,-818862,133166,-930204,19976,-126808,427504,1389916,407968,137280,935528,-2786190,735900,87516
133,-720,0,2016,0,-976,0,-12200,0,-9892,0,9248,1496,20252,89718,-29872,313964,-47336,-254576,-193544,-275624,137280,916020,156000,-591356,-301848,2437978,-160944,70780,1745992,-87768,-1698488,-130570,663052,3096856,1316688,234546,82584,-3898036,1245736,157908
134,634,0,2776,0,-4328,0,10284,0,13976,0,2080,4172,47280,12908,-136468,-166848,45004,538260,458572,217036,-210892,1005556,-23192,1745840,-131100,224940,-173184,-2661408,714524,-1485472,1094296,-618244,-1113700,-2408424,-1785028,-603720,176632,56520,62356,-1074424
135,394,0,-3902,0,-824,0,2474,0,-4348,0,8372,5152,-62596,38960,210312,5532,100028,-75460,931560,-1228140,-115060,-344372,-229996,-324116,1403896,133000,-443200,796164,-1990112,4249244,178196,724196,-1228428,26264,470560,399100,-1619988,3878116,-2169376,-2753924
136,24,0,3312,0,-1904,0,17434,0,30172,0,7260,19260,5964,203816,-34596,-3096,-60812,204700,166092,-382752,-42284,141732,-148512,-411184,394532,1469584,1080336,3153224,-1171872,-850340,-2591116,698940,583816,1094788,-1805076,1252732,-2027476,-2415056,2922120,-3632720
137,1810,0,4258,0,-6226,0,8372,0,-3844,0,7272,17860,50412,640,-159116,94712,-237184,177104,75836,761500,41932,1348636,20592,276076,-385468,-142720,254256,681964,-635864,-34680,846536,127116,-1805268,1333276,1148980,-525252,144604,1257416,-941744,1382724
138,2354,0,6632,0,-5716,0,17628,0,11612,0,6812,-41702,68848,59432,27364,-173164,-118292,-34618,161756,460344,-191202,1197120,-129454,-10428,143952,-1437768,-1080344,-3160764,330846,-354480,1820002,306064,875024,-653454,2515376,300144,2517836,-696462,-1399256,1775020
139,-2932,0,2036,0,-2374,0,16292,0,-9778,0,6672,10016,81996,-35772,-75256,166984,-5568,-41916,226796,180116,-109604,642528,-80132,-541332,553920,-604092,68764,2177740,-509496,-2342632,1209112,90596,139440,1657744,570044,-349232,1296148,-3045568,-2130680,1917132
140,1600,0,-1256,0,994,0,-6932,0,-15450,0,2372,16476,668,159020,101896,402940,88308,212532,-128320,-1574456,274956,707824,358696,-3900296,-479864,2210488,136908,-175964,-87768,3093592,-1884228,84480,-4064960,8135764,-220936,-282048,3878116,896720,571140,-5857828
