assignment_id,chi_cL,chi_ca,chi_cb,chi_cd,chi_La,chi_Lb,chi_Ld,chi_ab,chi_ad,chi_bd,index_cL,index_ca,index_cb,index_cd,index_La,index_Lb,index_Ld,index_ab,index_ad,index_bd,preserves_six_family_indices,preserves_all_M1_indices,scalar_up,scalar_down,scalar_neutrino,scalar_charged_lepton,all_four_scalar_bilinears,signed_6D_dimension,I8_p2_coefficient,I8_c3_coefficient,4D_Y_BL_phase_anomaly_free
126,-1,-1,-1,1,1,1,1,1,1,-1,-3,3,3,0,-6,-6,-3,0,3,-3,False,False,False,False,False,True,False,-2,1/720,f_L + f_a/2 + f_b/2 - 3*f_c/2 - f_d/2,False
127,-1,-1,-1,1,1,1,1,1,1,1,-3,3,3,0,-6,-6,-3,0,3,3,False,False,False,False,False,False,False,0,0,f_L + f_a/2 + f_b/2 - 3*f_c/2 - f_d/2,False
128,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-3,3,-3,0,6,6,3,0,-3,-3,False,False,False,True,False,False,False,-18,1/80,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
129,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-3,3,-3,0,6,6,3,0,-3,3,False,False,False,True,False,True,False,-16,1/90,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
130,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-3,3,-3,0,6,6,3,0,3,-3,False,False,False,True,True,False,False,-16,1/90,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
131,-1,-1,1,-1,-1,-1,-1,-1,1,1,-3,3,-3,0,6,6,3,0,3,3,False,False,False,True,True,True,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
132,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-3,3,-3,0,6,6,3,0,-3,-3,False,False,False,True,False,False,False,-16,1/90,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
133,-1,-1,1,-1,-1,-1,-1,1,-1,1,-3,3,-3,0,6,6,3,0,-3,3,False,False,False,True,False,True,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
134,-1,-1,1,-1,-1,-1,-1,1,1,-1,-3,3,-3,0,6,6,3,0,3,-3,False,False,False,True,True,False,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
135,-1,-1,1,-1,-1,-1,-1,1,1,1,-3,3,-3,0,6,6,3,0,3,3,False,False,False,True,True,True,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
136,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-3,3,-3,0,6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
137,-1,-1,1,-1,-1,-1,1,-1,-1,1,-3,3,-3,0,6,6,-3,0,-3,3,False,False,False,True,True,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
138,-1,-1,1,-1,-1,-1,1,-1,1,-1,-3,3,-3,0,6,6,-3,0,3,-3,False,False,False,True,False,True,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
139,-1,-1,1,-1,-1,-1,1,-1,1,1,-3,3,-3,0,6,6,-3,0,3,3,False,False,False,True,False,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
140,-1,-1,1,-1,-1,-1,1,1,-1,-1,-3,3,-3,0,6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
141,-1,-1,1,-1,-1,-1,1,1,-1,1,-3,3,-3,0,6,6,-3,0,-3,3,False,False,False,True,True,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
142,-1,-1,1,-1,-1,-1,1,1,1,-1,-3,3,-3,0,6,6,-3,0,3,-3,False,False,False,True,False,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
143,-1,-1,1,-1,-1,-1,1,1,1,1,-3,3,-3,0,6,6,-3,0,3,3,False,False,False,True,False,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
144,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-3,3,-3,0,6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
145,-1,-1,1,-1,-1,1,-1,-1,-1,1,-3,3,-3,0,6,-6,3,0,-3,3,False,False,False,True,False,True,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
146,-1,-1,1,-1,-1,1,-1,-1,1,-1,-3,3,-3,0,6,-6,3,0,3,-3,False,False,False,True,True,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
147,-1,-1,1,-1,-1,1,-1,-1,1,1,-3,3,-3,0,6,-6,3,0,3,3,False,False,False,True,True,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
148,-1,-1,1,-1,-1,1,-1,1,-1,-1,-3,3,-3,0,6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
149,-1,-1,1,-1,-1,1,-1,1,-1,1,-3,3,-3,0,6,-6,3,0,-3,3,False,False,False,True,False,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
150,-1,-1,1,-1,-1,1,-1,1,1,-1,-3,3,-3,0,6,-6,3,0,3,-3,False,False,False,True,True,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
151,-1,-1,1,-1,-1,1,-1,1,1,1,-3,3,-3,0,6,-6,3,0,3,3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
152,-1,-1,1,-1,-1,1,1,-1,-1,-1,-3,3,-3,0,6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
153,-1,-1,1,-1,-1,1,1,-1,-1,1,-3,3,-3,0,6,-6,-3,0,-3,3,False,False,False,True,True,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
154,-1,-1,1,-1,-1,1,1,-1,1,-1,-3,3,-3,0,6,-6,-3,0,3,-3,False,False,False,True,False,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
155,-1,-1,1,-1,-1,1,1,-1,1,1,-3,3,-3,0,6,-6,-3,0,3,3,False,False,False,True,False,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
156,-1,-1,1,-1,-1,1,1,1,-1,-1,-3,3,-3,0,6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
157,-1,-1,1,-1,-1,1,1,1,-1,1,-3,3,-3,0,6,-6,-3,0,-3,3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
158,-1,-1,1,-1,-1,1,1,1,1,-1,-3,3,-3,0,6,-6,-3,0,3,-3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
159,-1,-1,1,-1,-1,1,1,1,1,1,-3,3,-3,0,6,-6,-3,0,3,3,False,False,False,True,False,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
160,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-3,3,-3,0,-6,6,3,0,-3,-3,False,False,False,True,False,False,False,-14,7/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
161,-1,-1,1,-1,1,-1,-1,-1,-1,1,-3,3,-3,0,-6,6,3,0,-3,3,False,False,False,True,False,True,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
162,-1,-1,1,-1,1,-1,-1,-1,1,-1,-3,3,-3,0,-6,6,3,0,3,-3,False,False,False,True,True,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
163,-1,-1,1,-1,1,-1,-1,-1,1,1,-3,3,-3,0,-6,6,3,0,3,3,False,False,False,True,True,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
164,-1,-1,1,-1,1,-1,-1,1,-1,-1,-3,3,-3,0,-6,6,3,0,-3,-3,False,False,False,True,False,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
165,-1,-1,1,-1,1,-1,-1,1,-1,1,-3,3,-3,0,-6,6,3,0,-3,3,False,False,False,True,False,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
166,-1,-1,1,-1,1,-1,-1,1,1,-1,-3,3,-3,0,-6,6,3,0,3,-3,False,False,False,True,True,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
167,-1,-1,1,-1,1,-1,-1,1,1,1,-3,3,-3,0,-6,6,3,0,3,3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
168,-1,-1,1,-1,1,-1,1,-1,-1,-1,-3,3,-3,0,-6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
169,-1,-1,1,-1,1,-1,1,-1,-1,1,-3,3,-3,0,-6,6,-3,0,-3,3,False,False,False,True,True,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
170,-1,-1,1,-1,1,-1,1,-1,1,-1,-3,3,-3,0,-6,6,-3,0,3,-3,False,False,False,True,False,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
171,-1,-1,1,-1,1,-1,1,-1,1,1,-3,3,-3,0,-6,6,-3,0,3,3,False,False,False,True,False,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
172,-1,-1,1,-1,1,-1,1,1,-1,-1,-3,3,-3,0,-6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
173,-1,-1,1,-1,1,-1,1,1,-1,1,-3,3,-3,0,-6,6,-3,0,-3,3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
174,-1,-1,1,-1,1,-1,1,1,1,-1,-3,3,-3,0,-6,6,-3,0,3,-3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
175,-1,-1,1,-1,1,-1,1,1,1,1,-3,3,-3,0,-6,6,-3,0,3,3,False,False,False,True,False,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
176,-1,-1,1,-1,1,1,-1,-1,-1,-1,-3,3,-3,0,-6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
177,-1,-1,1,-1,1,1,-1,-1,-1,1,-3,3,-3,0,-6,-6,3,0,-3,3,False,False,False,True,False,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
178,-1,-1,1,-1,1,1,-1,-1,1,-1,-3,3,-3,0,-6,-6,3,0,3,-3,False,False,False,True,True,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
179,-1,-1,1,-1,1,1,-1,-1,1,1,-3,3,-3,0,-6,-6,3,0,3,3,False,False,False,True,True,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
180,-1,-1,1,-1,1,1,-1,1,-1,-1,-3,3,-3,0,-6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
181,-1,-1,1,-1,1,1,-1,1,-1,1,-3,3,-3,0,-6,-6,3,0,-3,3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
182,-1,-1,1,-1,1,1,-1,1,1,-1,-3,3,-3,0,-6,-6,3,0,3,-3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
183,-1,-1,1,-1,1,1,-1,1,1,1,-3,3,-3,0,-6,-6,3,0,3,3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
184,-1,-1,1,-1,1,1,1,-1,-1,-1,-3,3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
185,-1,-1,1,-1,1,1,1,-1,-1,1,-3,3,-3,0,-6,-6,-3,0,-3,3,False,False,False,True,True,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
186,-1,-1,1,-1,1,1,1,-1,1,-1,-3,3,-3,0,-6,-6,-3,0,3,-3,False,False,False,True,False,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
187,-1,-1,1,-1,1,1,1,-1,1,1,-3,3,-3,0,-6,-6,-3,0,3,3,False,False,False,True,False,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
188,-1,-1,1,-1,1,1,1,1,-1,-1,-3,3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
189,-1,-1,1,-1,1,1,1,1,-1,1,-3,3,-3,0,-6,-6,-3,0,-3,3,False,False,False,True,True,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
190,-1,-1,1,-1,1,1,1,1,1,-1,-3,3,-3,0,-6,-6,-3,0,3,-3,False,False,False,True,False,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
191,-1,-1,1,-1,1,1,1,1,1,1,-3,3,-3,0,-6,-6,-3,0,3,3,False,False,False,True,False,False,False,0,0,f_L + f_a/2 - f_b/2 - 3*f_c/2 + f_d/2,False
192,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-3,3,-3,0,6,6,3,0,-3,-3,False,False,False,True,False,False,False,-12,1/120,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
193,-1,-1,1,1,-1,-1,-1,-1,-1,1,-3,3,-3,0,6,6,3,0,-3,3,False,False,False,True,False,True,False,-10,1/144,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
194,-1,-1,1,1,-1,-1,-1,-1,1,-1,-3,3,-3,0,6,6,3,0,3,-3,False,False,False,True,True,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
195,-1,-1,1,1,-1,-1,-1,-1,1,1,-3,3,-3,0,6,6,3,0,3,3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
196,-1,-1,1,1,-1,-1,-1,1,-1,-1,-3,3,-3,0,6,6,3,0,-3,-3,False,False,False,True,False,False,False,-10,1/144,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
197,-1,-1,1,1,-1,-1,-1,1,-1,1,-3,3,-3,0,6,6,3,0,-3,3,False,False,False,True,False,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
198,-1,-1,1,1,-1,-1,-1,1,1,-1,-3,3,-3,0,6,6,3,0,3,-3,False,False,False,True,True,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
199,-1,-1,1,1,-1,-1,-1,1,1,1,-3,3,-3,0,6,6,3,0,3,3,False,False,False,True,True,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
200,-1,-1,1,1,-1,-1,1,-1,-1,-1,-3,3,-3,0,6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
201,-1,-1,1,1,-1,-1,1,-1,-1,1,-3,3,-3,0,6,6,-3,0,-3,3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
202,-1,-1,1,1,-1,-1,1,-1,1,-1,-3,3,-3,0,6,6,-3,0,3,-3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
203,-1,-1,1,1,-1,-1,1,-1,1,1,-3,3,-3,0,6,6,-3,0,3,3,False,False,False,True,False,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
204,-1,-1,1,1,-1,-1,1,1,-1,-1,-3,3,-3,0,6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
205,-1,-1,1,1,-1,-1,1,1,-1,1,-3,3,-3,0,6,6,-3,0,-3,3,False,False,False,True,True,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
206,-1,-1,1,1,-1,-1,1,1,1,-1,-3,3,-3,0,6,6,-3,0,3,-3,False,False,False,True,False,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
207,-1,-1,1,1,-1,-1,1,1,1,1,-3,3,-3,0,6,6,-3,0,3,3,False,False,False,True,False,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
208,-1,-1,1,1,-1,1,-1,-1,-1,-1,-3,3,-3,0,6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
209,-1,-1,1,1,-1,1,-1,-1,-1,1,-3,3,-3,0,6,-6,3,0,-3,3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
210,-1,-1,1,1,-1,1,-1,-1,1,-1,-3,3,-3,0,6,-6,3,0,3,-3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
211,-1,-1,1,1,-1,1,-1,-1,1,1,-3,3,-3,0,6,-6,3,0,3,3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
212,-1,-1,1,1,-1,1,-1,1,-1,-1,-3,3,-3,0,6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
213,-1,-1,1,1,-1,1,-1,1,-1,1,-3,3,-3,0,6,-6,3,0,-3,3,False,False,False,True,False,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
214,-1,-1,1,1,-1,1,-1,1,1,-1,-3,3,-3,0,6,-6,3,0,3,-3,False,False,False,True,True,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
215,-1,-1,1,1,-1,1,-1,1,1,1,-3,3,-3,0,6,-6,3,0,3,3,False,False,False,True,True,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
216,-1,-1,1,1,-1,1,1,-1,-1,-1,-3,3,-3,0,6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
217,-1,-1,1,1,-1,1,1,-1,-1,1,-3,3,-3,0,6,-6,-3,0,-3,3,False,False,False,True,True,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
218,-1,-1,1,1,-1,1,1,-1,1,-1,-3,3,-3,0,6,-6,-3,0,3,-3,False,False,False,True,False,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
219,-1,-1,1,1,-1,1,1,-1,1,1,-3,3,-3,0,6,-6,-3,0,3,3,False,False,False,True,False,False,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
220,-1,-1,1,1,-1,1,1,1,-1,-1,-3,3,-3,0,6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
221,-1,-1,1,1,-1,1,1,1,-1,1,-3,3,-3,0,6,-6,-3,0,-3,3,False,False,False,True,True,False,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
222,-1,-1,1,1,-1,1,1,1,1,-1,-3,3,-3,0,6,-6,-3,0,3,-3,False,False,False,True,False,True,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
223,-1,-1,1,1,-1,1,1,1,1,1,-3,3,-3,0,6,-6,-3,0,3,3,False,False,False,True,False,False,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
224,-1,-1,1,1,1,-1,-1,-1,-1,-1,-3,3,-3,0,-6,6,3,0,-3,-3,False,False,False,True,False,False,False,-8,1/180,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
225,-1,-1,1,1,1,-1,-1,-1,-1,1,-3,3,-3,0,-6,6,3,0,-3,3,False,False,False,True,False,True,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
226,-1,-1,1,1,1,-1,-1,-1,1,-1,-3,3,-3,0,-6,6,3,0,3,-3,False,False,False,True,True,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
227,-1,-1,1,1,1,-1,-1,-1,1,1,-3,3,-3,0,-6,6,3,0,3,3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
228,-1,-1,1,1,1,-1,-1,1,-1,-1,-3,3,-3,0,-6,6,3,0,-3,-3,False,False,False,True,False,False,False,-6,1/240,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
229,-1,-1,1,1,1,-1,-1,1,-1,1,-3,3,-3,0,-6,6,3,0,-3,3,False,False,False,True,False,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
230,-1,-1,1,1,1,-1,-1,1,1,-1,-3,3,-3,0,-6,6,3,0,3,-3,False,False,False,True,True,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
231,-1,-1,1,1,1,-1,-1,1,1,1,-3,3,-3,0,-6,6,3,0,3,3,False,False,False,True,True,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
232,-1,-1,1,1,1,-1,1,-1,-1,-1,-3,3,-3,0,-6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
233,-1,-1,1,1,1,-1,1,-1,-1,1,-3,3,-3,0,-6,6,-3,0,-3,3,False,False,False,True,True,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
234,-1,-1,1,1,1,-1,1,-1,1,-1,-3,3,-3,0,-6,6,-3,0,3,-3,False,False,False,True,False,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
235,-1,-1,1,1,1,-1,1,-1,1,1,-3,3,-3,0,-6,6,-3,0,3,3,False,False,False,True,False,False,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
236,-1,-1,1,1,1,-1,1,1,-1,-1,-3,3,-3,0,-6,6,-3,0,-3,-3,False,False,False,True,True,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
237,-1,-1,1,1,1,-1,1,1,-1,1,-3,3,-3,0,-6,6,-3,0,-3,3,False,False,False,True,True,False,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
238,-1,-1,1,1,1,-1,1,1,1,-1,-3,3,-3,0,-6,6,-3,0,3,-3,False,False,False,True,False,True,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
239,-1,-1,1,1,1,-1,1,1,1,1,-3,3,-3,0,-6,6,-3,0,3,3,False,False,False,True,False,False,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
240,-1,-1,1,1,1,1,-1,-1,-1,-1,-3,3,-3,0,-6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-4,1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
241,-1,-1,1,1,1,1,-1,-1,-1,1,-3,3,-3,0,-6,-6,3,0,-3,3,False,False,False,True,False,True,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
242,-1,-1,1,1,1,1,-1,-1,1,-1,-3,3,-3,0,-6,-6,3,0,3,-3,False,False,False,True,True,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
243,-1,-1,1,1,1,1,-1,-1,1,1,-3,3,-3,0,-6,-6,3,0,3,3,False,False,False,True,True,True,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
244,-1,-1,1,1,1,1,-1,1,-1,-1,-3,3,-3,0,-6,-6,3,0,-3,-3,False,False,False,True,False,False,False,-2,1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
245,-1,-1,1,1,1,1,-1,1,-1,1,-3,3,-3,0,-6,-6,3,0,-3,3,False,False,False,True,False,True,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
246,-1,-1,1,1,1,1,-1,1,1,-1,-3,3,-3,0,-6,-6,3,0,3,-3,False,False,False,True,True,False,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
247,-1,-1,1,1,1,1,-1,1,1,1,-3,3,-3,0,-6,-6,3,0,3,3,False,False,False,True,True,True,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
248,-1,-1,1,1,1,1,1,-1,-1,-1,-3,3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,0,0,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
249,-1,-1,1,1,1,1,1,-1,-1,1,-3,3,-3,0,-6,-6,-3,0,-3,3,False,False,False,True,True,False,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
250,-1,-1,1,1,1,1,1,-1,1,-1,-3,3,-3,0,-6,-6,-3,0,3,-3,False,False,False,True,False,True,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
251,-1,-1,1,1,1,1,1,-1,1,1,-3,3,-3,0,-6,-6,-3,0,3,3,False,False,False,True,False,False,False,4,-1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
252,-1,-1,1,1,1,1,1,1,-1,-1,-3,3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,True,True,True,False,2,-1/720,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
253,-1,-1,1,1,1,1,1,1,-1,1,-3,3,-3,0,-6,-6,-3,0,-3,3,False,False,False,True,True,False,False,4,-1/360,f_L + f_a/2 - f_b/2 - f_c/2 - f_d/2,False
