assignment_id,chi_cL,chi_ca,chi_cb,chi_cd,chi_La,chi_Lb,chi_Ld,chi_ab,chi_ad,chi_bd,index_cL,index_ca,index_cb,index_cd,index_La,index_Lb,index_Ld,index_ab,index_ad,index_bd,preserves_six_family_indices,preserves_all_M1_indices,scalar_up,scalar_down,scalar_neutrino,scalar_charged_lepton,all_four_scalar_bilinears,signed_6D_dimension,I8_p2_coefficient,I8_c3_coefficient,4D_Y_BL_phase_anomaly_free
993,1,1,1,1,1,-1,-1,-1,-1,1,3,-3,-3,0,-6,6,3,0,-3,3,False,False,False,False,False,True,False,12,-1/120,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
994,1,1,1,1,1,-1,-1,-1,1,-1,3,-3,-3,0,-6,6,3,0,3,-3,False,False,False,False,True,False,False,12,-1/120,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
995,1,1,1,1,1,-1,-1,-1,1,1,3,-3,-3,0,-6,6,3,0,3,3,False,False,False,False,True,True,False,14,-7/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
996,1,1,1,1,1,-1,-1,1,-1,-1,3,-3,-3,0,-6,6,3,0,-3,-3,False,False,False,False,False,False,False,12,-1/120,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
997,1,1,1,1,1,-1,-1,1,-1,1,3,-3,-3,0,-6,6,3,0,-3,3,False,False,False,False,False,True,False,14,-7/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
998,1,1,1,1,1,-1,-1,1,1,-1,3,-3,-3,0,-6,6,3,0,3,-3,False,False,False,False,True,False,False,14,-7/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
999,1,1,1,1,1,-1,-1,1,1,1,3,-3,-3,0,-6,6,3,0,3,3,False,False,False,False,True,True,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1000,1,1,1,1,1,-1,1,-1,-1,-1,3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,False,False,True,True,False,14,-7/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1001,1,1,1,1,1,-1,1,-1,-1,1,3,-3,-3,0,-6,6,-3,0,-3,3,False,False,False,False,True,False,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1002,1,1,1,1,1,-1,1,-1,1,-1,3,-3,-3,0,-6,6,-3,0,3,-3,False,False,False,False,False,True,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1003,1,1,1,1,1,-1,1,-1,1,1,3,-3,-3,0,-6,6,-3,0,3,3,True,False,False,False,False,False,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1004,1,1,1,1,1,-1,1,1,-1,-1,3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,False,False,True,True,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1005,1,1,1,1,1,-1,1,1,-1,1,3,-3,-3,0,-6,6,-3,0,-3,3,False,False,False,False,True,False,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1006,1,1,1,1,1,-1,1,1,1,-1,3,-3,-3,0,-6,6,-3,0,3,-3,False,False,False,False,False,True,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1007,1,1,1,1,1,-1,1,1,1,1,3,-3,-3,0,-6,6,-3,0,3,3,True,False,False,False,False,False,False,20,-1/72,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1008,1,1,1,1,1,1,-1,-1,-1,-1,3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,False,False,False,False,False,14,-7/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1009,1,1,1,1,1,1,-1,-1,-1,1,3,-3,-3,0,-6,-6,3,0,-3,3,False,False,False,False,False,True,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1010,1,1,1,1,1,1,-1,-1,1,-1,3,-3,-3,0,-6,-6,3,0,3,-3,False,False,False,False,True,False,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1011,1,1,1,1,1,1,-1,-1,1,1,3,-3,-3,0,-6,-6,3,0,3,3,False,False,False,False,True,True,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1012,1,1,1,1,1,1,-1,1,-1,-1,3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,False,False,False,False,False,16,-1/90,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1013,1,1,1,1,1,1,-1,1,-1,1,3,-3,-3,0,-6,-6,3,0,-3,3,False,False,False,False,False,True,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1014,1,1,1,1,1,1,-1,1,1,-1,3,-3,-3,0,-6,-6,3,0,3,-3,False,False,False,False,True,False,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1015,1,1,1,1,1,1,-1,1,1,1,3,-3,-3,0,-6,-6,3,0,3,3,False,False,False,False,True,True,False,20,-1/72,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1016,1,1,1,1,1,1,1,-1,-1,-1,3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,False,True,True,False,18,-1/80,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1017,1,1,1,1,1,1,1,-1,-1,1,3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,False,False,True,False,False,20,-1/72,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1018,1,1,1,1,1,1,1,-1,1,-1,3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,False,False,False,True,False,20,-1/72,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1019,1,1,1,1,1,1,1,-1,1,1,3,-3,-3,0,-6,-6,-3,0,3,3,True,True,False,False,False,False,False,22,-11/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,True
1020,1,1,1,1,1,1,1,1,-1,-1,3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,False,False,True,True,False,20,-1/72,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1021,1,1,1,1,1,1,1,1,-1,1,3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,False,False,True,False,False,22,-11/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1022,1,1,1,1,1,1,1,1,1,-1,3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,False,False,False,True,False,22,-11/720,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,False
1023,1,1,1,1,1,1,1,1,1,1,3,-3,-3,0,-6,-6,-3,0,3,3,True,True,False,False,False,False,False,24,-1/60,-f_L - f_a/2 - f_b/2 + 5*f_c/2 - f_d/2,True
