N,beta,log_Z,energy_per_spin,heat_capacity_per_spin,mean_disagreeing_edges,energy_variance
11,0.4275,3.90122736604775,-1.0424070457112817,0.25737391714415486,0.915185908577437,5.6331625789904285
11,0.43,3.9116690020673777,-1.0459163511067855,0.25870350258092156,0.9081672977864287,5.596614441988568
11,0.4325,3.9221456169279896,-1.0494028140520486,0.26001135276519105,0.9011943718959031,5.5600676858472475
11,0.435,3.932656982215298,-1.052866437177855,0.26129739421897796,0.8942671256442898,5.523527952838747
11,0.4375,3.9432028695588657,-1.0563072266141043,0.26256156160975014,0.8873855467717918,5.487000797722125
11,0.44,3.953783050666819,-1.0597251919348691,0.2638037976494856,0.8805496161302621,5.450491686972843
11,0.4425,3.9643972973600174,-1.0631203461029963,0.26502405299044324,0.8737593077940071,5.414005998081128
11,0.445,3.975045381605659,-1.06649270541429,0.2662222861178102,0.8670145891714196,5.377549018918019
11,0.4475,3.985727075550331,-1.069842289441318,0.26739846323938615,0.8603154211173639,5.341125947167914
11,0.45,3.9964421515524955,-1.0731691209768848,0.26855255817246654,0.8536617580462305,5.304741889826499
11,0.4525,4.007190382214406,-1.0764732259772112,0.2696845522280834,0.8470535480455775,5.268401862762839
11,0.455,4.017971540413459,-1.0797546335048605,0.2707944340927618,0.8404907329902792,5.2321107903443895
11,0.4575,4.028785399332968,-1.0830133756714473,0.2718821997079483,0.8339732486571053,5.195873505123679
11,0.46,4.039631732492369,-1.086249487580173,0.2729478521472667,0.8275010248396542,5.159694747585381
11,0.4625,4.050510313776849,-1.0894630072682177,0.2739914014917533,0.8210739854635642,5.123579165952434
11,0.465,4.061420917466395,-1.0926539756490328,0.2750128647032238,0.8146920487019343,5.087531316049925
11,0.4675,4.072363318264272,-1.0958224364545637,0.27601226549591795,0.8083551270908725,5.051555661225298
11,0.47000000000000003,4.083337291324911,-1.0989684361774408,0.2769896342065728,0.8020631276451187,5.015656572323635
11,0.47250000000000003,4.0943426122812365,-1.1020920240131713,0.27794500766306424,0.7958159519736575,4.9798383277165
11,0.47500000000000003,4.105379057271398,-1.1051932518023675,0.2788784290517619,0.7896134963952653,4.944105113383036
11,0.47750000000000004,4.116446402964941,-1.108272173973038,0.27978994778373406,0.783455652053924,4.908461023041851
11,0.48,4.127544426588382,-1.1113288474829808,0.2806796193599414,0.7773423050340386,4.872910058332316
11,0.4825,4.13867290595023,-1.1143633317623023,0.28154750523555055,0.7712733364753961,4.8374561290437965
11,0.485,4.149831619465415,-1.1173756886560935,0.2823936726835009,0.7652486226878129,4.802103053391449
11,0.4875,4.161020346179154,-1.1203659823672971,0.2832181946574508,0.7592680352654058,4.766854558337108
11,0.49,4.1722388657902485,-1.123334279399783,0.2840211496542277,0.7533314412004338,4.731714279953815
11,0.4925,4.183486958673805,-1.1262806485016692,0.2848026215759067,0.7474387029966614,4.696685763832623
11,0.495,4.194764405903396,-1.1292051606089082,0.2855626995916323,0.7415896787821841,4.661772465530166
11,0.4975,4.206070989272662,-1.1321078887891642,0.28630147799930245,0.7357842224216711,4.626977751055619
11,0.5,4.2174064913163445,-1.1349889081860116,0.2870190560872253,0.730022183627977,4.592304897395604
11,0.5025000000000001,4.228770695330766,-1.137848295963465,0.2877155379958579,0.72430340807307,4.557757093075643
11,0.505,4.2401633853937675,-1.1406861312508787,0.28839103257973353,0.7186277374982423,4.523337438756727
11,0.5075000000000001,4.251584346384078,-1.1435024950882262,0.28904565326967974,0.7129950098235475,4.489048947865636
11,0.51,4.263033364000153,-1.1462974703717825,0.2896795179354255,0.7074050592564342,4.454894547257601
11,0.5125,4.274510224778468,-1.1490711418002353,0.29029274874869637,0.7018577163995292,4.420877077909951
11,0.515,4.286014716111277,-1.151823595821232,0.2908854720468852,0.6963528083575359,4.386999295645361
11,0.5175,4.297546626263831,-1.1545549205783943,0.29145781819739397,0.6908901588432116,4.353263871883408
11,0.52,4.309105744391079,-1.1572652058588069,0.29200992146272714,0.6854695882823862,4.31967339441904
11,0.5225,4.320691860553842,-1.1599545430410023,0.29254191986642325,0.680090913917995,4.28623036822671
11,0.525,4.332304765734468,-1.162623025043457,0.2930539550599015,0.6747539499130865,4.25293721628882
11,0.5275,4.343944251851977,-1.1652707462736078,0.29354617219030105,0.6694585074527846,4.219796280447265
