epsilon,log_inverse_epsilon,period_integral,leading_asymptote,asymptote_error,secant_slope,predicted_slope
0.01,4.60517018598809136803598290936872841520220297725754595206665580193514521935470496047199441,3.09025499783594831781412515368690589230625563136670301441330399250898238028497733054092001,3.09856074871796763218408489094999364201120368670564044329768356626541632622022705455680357,-0.00830575088201931436995973726308774970494805533893742888437957375643394593524972401588356,,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
0.0001,9.21034037197618273607196581873745683040440595451509190413331160387029043870940992094398882,4.72659983841523182137415266627344105955376312555041225622933654874825084807732798201335353,4.72673428223311447679731719644713721208521632476269880503199776193289600466914526789908684,-0.00013444381788265542316453017369615253145319921228654880266121318464515659181728588573331,0.355327767377219568225598405443599735555766909138796865781957656895761171028220471175891208,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
1E-8,18.4206807439523654721439316374749136608088119090301838082666232077405808774188198418879776,7.98308132564210431198809392760058586064424688344849892891019490228524258180452868575857760,7.98308134926340816602378180744142435223324160087681552850062615326785536156698169458365337,-2.362130385403568787984083849158899471742831659959043125098261277976245300882507577E-8,0.353567985080681393153524500586403076373264101078676864698522661212073593510978662337116647,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
1E-12,27.6310211159285482082158974562123704912132178635452757123999348116108713161282297628319665,11.2394284162903221163916292303289552539374537907722772391150910818275725194384185101166982,11.2394284162937018552502464184357114923812668769909322519692545446028147184648181212682199,-3.3797388586171881067562384438130862186550128541634627752421990263996111515217E-12,0.353553393157557291508207996434005811924323859502142562186847679054081730293940304795600880,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
1E-20,46.0517018598809136803598290936872841520220297725754595206665580193514521935470496047199441,17.7521225503542892336490260826691533954305860318028094805971957739413818280220988722957751,17.7521225503542892337031756404242857726773174292191656989065113272727334322604909746373530,-5.41495577551323772467313974163562183093155533313516042383921023415779E-20,0.353553390593457237439554004209546664749573099253978984871191156874667821254860726171073582,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
1E-30,69.0775527898213705205397436405309262280330446588631892809998370290271782903205744070799162,25.8929902179300234567693371679020446461257499648350422480310100810688880606301383274221887,25.8929902179300234567693371679100036230473806195044575075780823056101318245050820413487694,-7.9589769216306546694152595470722245412437638749437139265807E-30,0.353553390593273762202773866465134408453700926771154635435733840591795177662339456293621575,0.353553390593273762200422181052424519642417968844237018294169934497683119615526759712596885
